county,Filename,API,STRT DEPT,TVD,Curves,GR,SP,PE,NPHI,DPHI,XPHI,SPHI,DT,DTC,DTS,ILD,ILM,LLD,MSFL,RHOB,POTA
Andrews,11038275_Conoco_Univ_Andrews_138_MainPass_PEX_HRLA_HNGS_SP_014LUP.las,4200339564,191.5,6517.5,50,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,11038275_Conoco_Univ_Andrews_138_RepeatPass_PEX_HRLA_HNGS_SP__013PUP.las,4200339564,6256,6520.5,50,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,11038279_MAINPASS_Conoco_UnivAndrews139_NGS_TLD_MCFL_CNL_020LUP.las,4200339565,196,6585,50,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,11038279_REPEATPASS_Conoco_UnivAndrews139_NGS_TLD_MCFL_CNL_019PUP.las,4200339565,6258.5,6594.5,50,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,11038282_MAINPASS_ConocUnivAndrews140_NGS_TLD_MCFL_CNL_012LUP.las,4200339569,200.5,6615,50,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,11038282_REPEATPASS_ConocUnivAndrews140_NGS_TLD_MCFL_CNL_010PUP.las,4200339569,6383.5,6618,50,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,11167580_Univ_Andrews_144_Mainpass_PEX_HRLA_HNGS_BHC_029PUP-GenericV12.las,4200339699,181,6645,51,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Andrews,11167580_Univ_Andrews_144_Repeat_PEX_HRLA_HNGS_BHC_018LUP-GenericV12.las,4200339699,6323,6645,51,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Andrews,11167619_University_UA_4_PEX_HRLA_BHC_HNGS_MP_019LUP-GenericV12.las,4200339807,171,7740,54,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Andrews,11167619_University_UA_4_PEX_HRLA_BHC_HNGS_RP_018PUP-GenericV12.las,4200339807,7358.5,7732.5,54,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Andrews,20250_UNIVERSITY 7_38 27H_ML.LAS,4200346077,1900,20251,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,20743_UNIVERSITY 7_38 NO 28H _ML.LAS,4200346078,2000,20745,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,20744_UNIVERSITY 7_38_28H _ML_Final.las,4200346078,2000,20743,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,33310ExLPamela_1_CNL.LAS,4200333310,3990,11097.5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,3489_UL_4_10.las,4200341613,5250,10902,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,3507592_MAIN.las,4200340416,4812,24,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,3507592_RPT.las,4200340416,4812,4506,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,3512_1_2.las,4200339573,3500,10725,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Andrews,3512_2_0.las,4200339573,3500,10725,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Andrews,3557_2_0TVD.las,4200339563,3999.58,6746.27,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Andrews,3593_1_2.las,4200339153,10444,10499,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Andrews,3593_2_0.las,4200339153,10444,10499,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Andrews,3596_1_2.las,4200339646,2000,5110,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Andrews,3596_2_0.las,4200339646,2000,5110,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Andrews,3602_UL_11_47_10.las,4200341816,5030,10922,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,3606_1_2.las,4200339153,10400,11040,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Andrews,3606_2_0.las,4200339153,10400,11040,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Andrews,3608_1_2.las,4200339153,10600,10714,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Andrews,3608_2_0.las,4200339153,10600,10714,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Andrews,3610_1_2.las,4200339153,10500,11699,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Andrews,3610_2_0.las,4200339153,10500,11699,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Andrews,3621_1_2.las,4200338381,10300,11641,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Andrews,3621_2_0.las,4200338381,10300,11641,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Andrews,38129b.las,4200338129,10300,7800,17,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Andrews,38129c.las,4200338129,7800,5200,17,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Andrews,38129d.las,4200338129,5198,12816,19,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Andrews,38160dep.las,4200338160,5440.5,10679,21,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Andrews,38160rep.las,4200338160,9249.5,9503.5,21,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Andrews,38160shl.las,4200338160,198.5,5440,21,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Andrews,38191dep.las,4200338191,5462.5,10705.5,20,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Andrews,38191rep.las,4200338191,10235,10705,20,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Andrews,38191shl.las,4200338191,216,5462,20,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Andrews,38202rep.las,4200338202,10263,10714.5,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,38203d.las,4200338203,5453.5,10749,19,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,38203s.las,4200338203,155,5453,19,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,38235rep.las,4200338235,9291,9565.5,17,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,38263dep.las,4200338263,5442,10681,31,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,38263rep.las,4200338263,10364,10684,31,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,38263sha.las,4200338263,200,5441.5,31,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,38271r.las,4200338271,10244.5,10695,17,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,38272dep.las,4200338272,5464,10722,31,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,38272rep.las,4200338272,10253.5,10721.5,31,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,38272sha.las,4200338272,202.5,5463.5,31,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,38281rep.las,4200338281,10482.5,10704.5,17,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,38290dep.las,4200338290,5467.5,10714.5,31,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,38290shl.las,4200338290,217.5,5467,31,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,38320dep.las,4200338320,5414.5,10649,33,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,38320rep.las,4200338320,10083.5,10651,33,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,38320shl.las,4200338320,177,5414,33,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,38331rep.las,4200338331,4363.5,4704.5,31,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,38335rep.las,4200338335,10084,10696.5,18,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,38362rep.las,4200338362,10055,10503,29,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,38381.las,4200338381,192.5,10709.5,24,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Andrews,38381rep.las,4200338381,10212.5,10705.5,24,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Andrews,38424rep.las,4200338424,10385.5,10701,39,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1
Andrews,38438REP.las,4200338438,10399,10701.5,42,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1
Andrews,38493.las,4200338493,165,14117,22,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0
Andrews,38556.las,4200338556,10648,61,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,38579main.las,4200338579,124.5,10956,48,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Andrews,38579rep.las,4200338579,10471.5,10962,48,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Andrews,38582.las,4200338582,10705,44.5,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,38582rpt.las,4200338582,10705,10237,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,38989ExLUnivBrittany_1_CNL.las,4200338989,3967.5,11073.5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,39020.las,4200339020,184.5,9324,30,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,39399.LAS,4200339399,164,11881,44,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Andrews,40030OKAUniv47-7_003.las,4200340030,4857,4334,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,40030OKAUniv47_7_004.las,4200340030,4856,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,40371OKAUniv16_5_001.las,4200340371,4794,4455,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,40371OKAUniv16_5_002.las,4200340371,4796,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,40375OKAUniv17S_1_001.las,4200340375,7006,6703,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,40375OKAUniv17S_1_002.las,4200340375,7007,100,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,40377OKAUniv16_12_POR_001.las,4200340377,4839,4543,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,40377OKAUniv16_12_POR_002.las,4200340377,4841,23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,40405EXLUnivAmber_1.LAS,4200340405,3973,11100,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,40416OKASFMU_1666_POR.las,4200340416,4812,4506,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,40416OKASFMU_1666_POR_001.las,4200340416,4812,24,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,40432JCTUniv8-2_1-1.las,4200340432,5200,11077,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Andrews,40432JCTUniv8-2_1-2.las,4200340432,5200,11077,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Andrews,40432JCTUniv8-2_1_MAIN.las,4200340432,39,11082,19,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1
Andrews,40578JCTUniv8-11_3.las,4200340578,200,11130,20,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1
Andrews,40578JCTUniv8-11_3_1.las,4200340578,5200,11129,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,40578JCTUniv8-11_3_2.las,4200340578,5200,11129,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,40579CnPUnivAndrews_146_DSLT_Main.las,4200340579,1552,6612,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,40579CnPUnivAndrews_146_DSLT_Main_CNL.las,4200340579,184,6607.5,26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,40579CnPUnivAndrews_146_DSLT_Repeat.las,4200340579,6209.5,6612.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,40580CnPUnivAndrews_147_Main.las,4200340580,66,6727.5,55,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Andrews,40580CnPUnivAndrews_147_Repeat.las,4200340580,6114.5,6727.5,55,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Andrews,40589CnPUnivAndrews_149_PEX_HRLA_BHC_MP.las,4200340589,75.5,6645,58,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Andrews,40589CnPUnivAndrews_149_PEX_HRLA_BHC_rp.las,4200340589,6137.5,6662,58,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Andrews,40592CnPUnivAndrews_150_HNGS_MAINPASS.las,4200340592,124,6660,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,40592CnPUnivAndrews_150_HNGS_Repeat.las,4200340592,6387.5,6652.5,20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,40592CnPUnivAndrews_150_USI_MAINPASS_COMPOSITE.las,4200340592,3790.5,6578,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,40592CnPUnivAndrews_150_USI_REPEAT.las,4200340592,6297.5,6567,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,40597CnPUnivAndrews_152_Main.las,4200340597,180.5,6727.5,57,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Andrews,40597CnPUnivAndrews_152_Main_PEX.las,4200340597,180.5,6727.5,13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Andrews,40597CnPUnivAndrews_152_Main_SON.las,4200340597,180.5,6727.5,13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Andrews,40597CnPUnivAndrews_152_Repeat.las,4200340597,6489,6720,57,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Andrews,40597CnPUnivAndrews_152_Repeat_PEX.las,4200340597,6489,6720,237,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,40597CnPUnivAndrews_152__Repeat_SON.las,4200340597,6489,6720,13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Andrews,40602CnPUnivAndrews_155_Main.las,4200340602,6780,189,39,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Andrews,40602CnPUnivAndrews_155_Main_Generic.las,4200340602,189,6780,55,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Andrews,40602CnPUnivAndrews_155_Repeat_Generic.las,4200340602,6422.5,6772.5,55,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Andrews,40603WhtUniv3_13.las,4200340603,1421.5,7599,20,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1
Andrews,40608EXLUnivCasey_1_CNL.LAS,4200340608,3981,11161.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,40609EXLUnivCaitlin_1_cnl.LAS,4200340609,3577.5,11165.5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,40610CnPUnivAndrews_157.las,4200340610,179,6692,17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Andrews,40626WhtUniv3_12.las,4200340626,109,7594,19,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1
Andrews,40629EXLUnivCameron_1_CNL.LAS,4200340629,-15.5,11149,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,40687CnPUnivAndrews_148_Img_Generic.las,4200340687,3574.5,6634,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,40687CnPUnivAndrews_148_Neu_Generic.las,4200340687,174,6667.5,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,40688CnPUnivAndrews_153_-Generic.las,4200340688,1177.5,6706,57,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Andrews,40688CnPUnivAndrews_153_Main_BHC.las,4200340688,188.5,6730,13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Andrews,40688CnPUnivAndrews_153_Main_Generic.las,4200340688,188.5,6730,58,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Andrews,40688CnPUnivAndrews_153_Main_PEX.las,4200340688,188.5,6730,13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Andrews,40690CnPUniv_154.las,4200340690,202.5,6658.5,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Andrews,40753CnPUni_156_Main.las,4200340753,168.5,6750,56,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Andrews,40753CnPUni_156_Main_Generic.las,4200340753,168.5,6750,56,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Andrews,40753CnPUni_156_Repeat.las,4200340753,6432.5,6747.5,56,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Andrews,40753CnPUni_156_Repeat_Generic.las,4200340753,6432.5,6747.5,56,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Andrews,4149_1_2.las,4200339849,8000,12165,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Andrews,4149_2_0.las,4200339849,8000,12165,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Andrews,4149_3_0.las,4200339849,8000,12165,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Andrews,4200301686_UNIV_EMMA_CONS_1FK_2.las,4200301686,100,4624,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,4200302972_UNIV_BLK_9_3AT_MWD_GR_ROP.LAS,4230297202,10107,12316,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,420030462404_13_CONOCO_PHILLIPS_TEXAS_UNIVERSITY_CC_NO2_FIELD_R1_LAS.las,4200304624,64,11231,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Andrews,4200304624CONOCO_PHILLIPS_TEXAS_UNIVERSITY_CC_NO2.las,4200304624,64,11231,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Andrews,4200304639ConocoPhillipsTxUniv_M017_Main.las,4200304639,6990,8700,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,4200304639ConocoPhillipsTxUniv_M017_Rpt.las,4200304639,8486.5,8707.5,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,4200305161_UNIV_BLK_9_3A_MWD_GR_ROP.LAS,4230516102,10111,12308,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,4200305182_UNIV-BLK_9_2C_MWD_GR_ROP.LAS,4230518201,10342,11926,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,4200305281_20020426_LAS(42003052810000).LAS,4200305281,4000,10766,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,4200305281_20020426_LAS(42003052810000_1).LAS,4200305281,4000,100000,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Andrews,4200305461USAU_35_CNL_LAS.LAS,4200305461,2981,5012,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,"4200305620_UNIV_BLK_9_1N_H2_12,279_FINAL_LAS.las",4200305620,10449,12279.5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,4200306572_UNIV_12F_3.las,4200306572,100,8323,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,4200307236_UNIV_CAITLIN_2.LAS,4200307236,-17,11107.5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,4200330493_19740609_LAS(42003304930000).LAS,4200330493,1403,7310,15,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Andrews,4200330748_19751221_LAS(42003307480000_FCU 2721).LAS,4200330748,1,7289,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Andrews,4200330751_19760111_LAS(42003307510000_FCU 2821).LAS,4200330751,1,7302,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Andrews,4200330831_19760205_LAS(4200338310000_FCU 2345).LAS,4200330831,4994,7129,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,4200331553_19770820_LAS(42003315530000_FCU 2243).LAS,4200331553,1698,7290,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Andrews,4200331784_19790312_LAS(42003317840000_FCU 2133).LAS,4200331784,1642,7286,13,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Andrews,4200331785_19790324_LAS(42003317850000_FCU 2235).LAS,4200331785,1637,7279,14,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Andrews,4200331792_19990825_LAS(42003317920000_FCU 5031).LAS,4200331792,1724,7294,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,4200331816_19790409_LAS(42003318160000_FCU 4421).LAS,4200331816,5478,7300,12,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Andrews,4200331864_19790717_LAS(42003318640000_FCU 2135).LAS,4200331864,1706,7278.5,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,4200331866_19790803_LAS(42003318660000_FCU 5029).LAS,4200331866,1475,7287,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,4200331887_19790923_LAS(42003318870000_FCU 2525).LAS,4200331887,1669,7308,12,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Andrews,4200331903_19990728_LAS(42003319030000_FCU 4319).LAS,4200331903,1684,7168,23,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
Andrews,4200331919_19791010_LAS(42003319190000_FCU 2829).LAS,4200331919,1544,7314,12,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Andrews,4200332165_19800219_LAS(42003321650000_FCU 2335).LAS,4200332165,1600,7311,8,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Andrews,4200332165_19800219_LAS(42003321650000_FCU 2335_1).LAS,4200332165,5550,6990.25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,4200332187_19800318_LAS(42003321870000_FCU 2477).LAS,4200332187,1600,7322,14,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Andrews,4200332189_19800407_LAS(42003321890000_FCU 4321).LAS,4200332189,1598,7193,16,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Andrews,4200332191_19800618_LAS(42003321910000_FCU 4221).LAS,4200332191,200,7243,15,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Andrews,4200332213_19800505_LAS(42003322130000_FCU 4317).LAS,4200332213,1695,7296,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews,4200332220_19800702_LAS(42003322200000_FCU 4215).LAS,4200332220,190,7276,11,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
